@relation activity_recognition_labeled

@attribute "X0" numeric
@attribute "X1" numeric
@attribute "X2" numeric
@attribute "X3" numeric
@attribute "X4" numeric
@attribute "Y0" numeric
@attribute "Y1" numeric
@attribute "Y2" numeric
@attribute "Y3" numeric
@attribute "Y4" numeric
@attribute "Z0" numeric
@attribute "Z1" numeric
@attribute "Z2" numeric
@attribute "Z3" numeric
@attribute "Z4" numeric
@attribute "XAVG" numeric
@attribute "YAVG" numeric
@attribute "ZAVG" numeric
@attribute "XSTANDDEV" numeric
@attribute "YSTANDDEV" numeric
@attribute "ZSTANDDEV" numeric
@attribute "RESULTANT" numeric
@attribute class{  "Driving", "Walking" , "Jogging" , "Upstairs" , "Downstairs" , "Sitting" , "Standing", "Still" }

@data
0.06,0.18,0.55,0.18,0.02,0.06,0.67,0.22,0.03,0.01,0.01,0.10,0.62,0.25,0.03,-2.10,1.82,-9.51,0.96,0.67,0.56,7.98,Driving
0.04,0.21,0.64,0.09,0.02,0.09,0.59,0.29,0.02,0.00,0.01,0.05,0.43,0.48,0.03,-2.31,1.97,-9.44,0.80,0.49,0.48,7.97,Driving
0.07,0.22,0.35,0.34,0.02,0.21,0.28,0.24,0.20,0.07,0.04,0.24,0.45,0.22,0.05,-2.47,2.22,-9.36,0.27,0.28,0.16,7.95,Driving
0.09,0.27,0.51,0.11,0.02,0.63,0.36,0.00,0.00,0.01,0.09,0.39,0.39,0.12,0.02,-2.46,2.25,-9.35,0.28,0.39,0.18,7.95,Driving
0.12,0.31,0.40,0.10,0.07,0.51,0.24,0.03,0.07,0.15,0.01,0.23,0.49,0.15,0.12,-2.40,2.89,-9.19,0.43,1.08,0.36,8.00,Driving
0.11,0.32,0.25,0.22,0.10,0.01,0.57,0.09,0.09,0.24,0.00,0.00,0.08,0.58,0.33,-2.30,3.19,-9.13,0.49,1.17,0.44,8.02,Driving
0.05,0.18,0.55,0.20,0.03,0.06,0.21,0.30,0.30,0.14,0.09,0.34,0.44,0.10,0.02,-0.48,4.23,-9.06,0.64,0.33,0.49,8.03,Driving
0.05,0.19,0.54,0.20,0.03,0.01,0.00,0.00,0.18,0.81,0.09,0.34,0.44,0.10,0.02,-0.49,4.20,-9.06,0.65,0.46,0.49,8.03,Driving
0.03,0.18,0.61,0.14,0.03,0.20,0.12,0.06,0.21,0.41,0.28,0.26,0.40,0.04,0.01,-0.47,2.86,-9.50,0.59,1.58,0.58,8.07,Driving
0.03,0.06,0.61,0.24,0.07,0.31,0.16,0.11,0.23,0.19,0.23,0.36,0.20,0.16,0.06,-0.49,2.26,-9.70,0.55,1.62,0.55,8.10,Driving
0.04,0.27,0.50,0.13,0.07,0.30,0.16,0.14,0.20,0.19,0.23,0.37,0.20,0.15,0.06,-0.49,2.26,-9.72,0.54,1.61,0.54,8.11,Driving
0.02,0.16,0.34,0.39,0.09,0.10,0.25,0.43,0.12,0.10,0.08,0.36,0.39,0.15,0.02,-1.18,2.72,-9.47,0.98,0.96,0.52,8.01,Driving
0.02,0.07,0.78,0.13,0.01,0.12,0.66,0.22,0.00,0.00,0.03,0.28,0.58,0.10,0.01,-1.80,2.61,-9.40,0.50,0.31,0.41,7.95,Driving
0.01,0.02,0.38,0.53,0.06,0.08,0.11,0.12,0.43,0.26,0.05,0.42,0.46,0.07,0.01,-1.62,2.24,-9.53,0.53,0.66,0.42,7.97,Driving
0.05,0.45,0.37,0.12,0.01,0.05,0.22,0.14,0.35,0.24,0.02,0.22,0.55,0.18,0.02,-1.44,2.10,-9.64,0.50,0.79,0.47,8.02,Driving
0.04,0.12,0.19,0.57,0.09,0.12,0.25,0.29,0.31,0.04,0.04,0.45,0.41,0.09,0.01,-1.79,2.22,-9.57,1.02,0.92,0.63,8.07,Driving
0.12,0.31,0.13,0.36,0.09,0.12,0.23,0.15,0.46,0.04,0.04,0.38,0.36,0.20,0.02,-2.45,2.33,-9.38,1.38,0.97,0.74,8.11,Driving
0.12,0.50,0.21,0.16,0.01,0.05,0.07,0.36,0.48,0.04,0.03,0.15,0.52,0.28,0.02,-3.05,2.97,-9.08,1.05,0.59,0.65,8.09,Driving
0.05,0.36,0.48,0.10,0.01,0.04,0.23,0.54,0.19,0.01,0.01,0.06,0.59,0.31,0.02,-3.32,3.14,-8.93,0.66,0.39,0.52,8.05,Driving
0.06,0.19,0.31,0.34,0.09,0.06,0.23,0.52,0.19,0.01,0.03,0.25,0.58,0.12,0.01,-3.02,3.09,-9.00,0.59,0.40,0.50,8.01,Driving
0.01,0.11,0.40,0.43,0.05,0.02,0.20,0.26,0.38,0.14,0.02,0.15,0.55,0.26,0.02,-2.64,2.87,-9.16,0.43,0.55,0.60,7.99,Driving
0.02,0.28,0.59,0.10,0.00,0.03,0.26,0.38,0.21,0.11,0.02,0.26,0.54,0.15,0.02,-2.54,2.59,-9.27,0.45,0.52,0.66,7.98,Driving
0.02,0.17,0.51,0.26,0.04,0.02,0.15,0.53,0.26,0.02,0.02,0.21,0.62,0.13,0.01,-2.29,2.32,-9.38,0.55,0.40,0.70,7.97,Driving
0.04,0.20,0.40,0.33,0.03,0.01,0.09,0.27,0.51,0.13,0.02,0.31,0.57,0.09,0.01,-1.94,1.99,-9.55,0.73,0.58,0.70,7.99,Driving
0.04,0.14,0.22,0.57,0.04,0.01,0.25,0.35,0.31,0.09,0.01,0.41,0.50,0.06,0.01,-1.63,1.69,-9.69,0.76,0.64,0.67,8.02,Driving
0.04,0.29,0.61,0.05,0.01,0.01,0.42,0.32,0.17,0.07,0.02,0.22,0.59,0.15,0.02,-1.20,1.63,-9.79,0.38,0.70,0.50,8.03,Driving
0.18,0.07,0.53,0.21,0.01,0.02,0.49,0.26,0.15,0.08,0.01,0.14,0.54,0.28,0.02,-1.45,1.77,-9.70,0.71,0.83,0.47,8.03,Driving
0.17,0.32,0.12,0.38,0.01,0.18,0.19,0.25,0.16,0.23,0.03,0.22,0.34,0.28,0.13,-2.02,2.38,-9.41,0.99,1.03,0.52,8.02,Driving
0.13,0.51,0.17,0.17,0.01,0.06,0.25,0.18,0.40,0.10,0.01,0.11,0.72,0.14,0.01,-2.42,3.08,-9.14,0.90,0.81,0.58,8.02,Driving
0.07,0.35,0.51,0.07,0.01,0.21,0.08,0.25,0.40,0.05,0.01,0.06,0.75,0.16,0.01,-2.73,3.24,-9.05,0.54,0.70,0.55,8.03,Driving
0.06,0.27,0.52,0.14,0.01,0.10,0.19,0.32,0.34,0.04,0.01,0.11,0.69,0.18,0.01,-2.59,3.29,-9.06,0.61,0.58,0.60,8.02,Driving
0.00,0.29,0.54,0.14,0.02,0.12,0.28,0.33,0.23,0.04,0.01,0.15,0.68,0.15,0.01,-2.30,3.10,-9.17,0.47,0.59,0.63,7.99,Driving
0.08,0.40,0.29,0.19,0.03,0.11,0.25,0.28,0.27,0.09,0.05,0.29,0.46,0.17,0.03,-2.10,2.55,-9.37,0.51,0.70,0.60,7.99,Driving
0.11,0.36,0.38,0.14,0.02,0.12,0.33,0.33,0.18,0.04,0.08,0.32,0.44,0.14,0.03,-1.98,2.36,-9.46,0.53,0.62,0.62,7.99,Driving
0.06,0.36,0.41,0.14,0.03,0.13,0.43,0.27,0.12,0.04,0.07,0.37,0.43,0.11,0.01,-1.73,2.25,-9.52,0.47,0.61,0.57,7.98,Driving
0.03,0.35,0.46,0.13,0.03,0.19,0.34,0.34,0.13,0.01,0.01,0.06,0.46,0.41,0.06,-1.63,2.33,-9.56,0.42,0.52,0.53,7.99,Driving
0.08,0.33,0.44,0.13,0.02,0.11,0.32,0.34,0.20,0.03,0.01,0.05,0.44,0.42,0.07,-1.63,2.69,-9.43,0.50,0.53,0.58,7.97,Driving
0.08,0.29,0.45,0.15,0.02,0.07,0.18,0.31,0.35,0.09,0.03,0.05,0.45,0.40,0.07,-1.62,3.02,-9.34,0.50,0.59,0.64,7.99,Driving
0.09,0.39,0.40,0.10,0.01,0.03,0.20,0.37,0.32,0.07,0.03,0.06,0.41,0.43,0.07,-1.72,3.11,-9.30,0.48,0.50,0.66,7.99,Driving
0.03,0.07,0.53,0.35,0.02,0.01,0.05,0.32,0.44,0.19,0.02,0.27,0.60,0.11,0.01,-1.89,2.94,-9.28,0.60,0.65,0.67,7.97,Driving
0.07,0.16,0.13,0.46,0.17,0.06,0.16,0.37,0.32,0.09,0.03,0.31,0.57,0.08,0.01,-2.32,2.47,-9.38,0.90,0.83,0.70,8.04,Driving
0.08,0.21,0.15,0.45,0.11,0.16,0.16,0.17,0.36,0.16,0.07,0.46,0.44,0.03,0.01,-2.37,1.59,-9.62,0.94,1.07,0.69,8.12,Driving
0.12,0.23,0.16,0.29,0.20,0.24,0.28,0.19,0.23,0.06,0.09,0.60,0.28,0.02,0.01,-2.09,0.94,-9.84,1.19,0.94,0.67,8.18,Driving
0.10,0.12,0.21,0.37,0.20,0.24,0.27,0.14,0.17,0.17,0.09,0.27,0.33,0.29,0.02,-1.84,1.02,-9.87,1.06,1.03,0.51,8.16,Driving
0.18,0.49,0.12,0.19,0.02,0.23,0.18,0.03,0.12,0.44,0.05,0.17,0.17,0.30,0.31,-1.44,1.43,-9.81,0.50,1.19,0.46,8.09,Driving
0.15,0.67,0.06,0.10,0.02,0.04,0.10,0.03,0.13,0.70,0.01,0.06,0.09,0.40,0.44,-1.64,2.13,-9.58,0.39,0.82,0.31,8.00,Driving
0.00,0.00,0.26,0.65,0.09,0.01,0.32,0.65,0.01,0.00,0.01,0.01,0.85,0.12,0.01,-1.84,2.55,-9.43,0.08,0.09,0.07,7.96,Driving
0.14,0.26,0.23,0.26,0.10,0.12,0.31,0.24,0.30,0.03,0.06,0.29,0.37,0.24,0.04,-1.84,2.55,-9.43,0.07,0.07,0.04,7.95,Driving
0.12,0.26,0.25,0.24,0.13,0.12,0.30,0.26,0.30,0.03,0.04,0.25,0.42,0.25,0.04,-1.84,2.55,-9.43,0.07,0.07,0.04,7.95,Driving
0.08,0.28,0.21,0.27,0.16,0.19,0.29,0.23,0.28,0.01,0.02,0.22,0.41,0.29,0.07,-1.83,2.55,-9.43,0.08,0.07,0.04,7.95,Driving
0.07,0.26,0.22,0.28,0.17,0.18,0.30,0.23,0.27,0.02,0.01,0.18,0.40,0.32,0.09,-1.83,2.55,-9.43,0.08,0.07,0.03,7.95,Driving
0.07,0.26,0.18,0.27,0.21,0.16,0.25,0.20,0.24,0.15,0.02,0.17,0.41,0.33,0.07,-1.83,2.55,-9.43,0.08,0.07,0.03,7.95,Driving
0.07,0.26,0.20,0.26,0.21,0.16,0.26,0.20,0.25,0.13,0.03,0.18,0.41,0.31,0.07,-1.83,2.55,-9.43,0.08,0.07,0.04,7.96,Driving
0.12,0.24,0.19,0.26,0.19,0.16,0.26,0.21,0.25,0.12,0.04,0.19,0.37,0.34,0.07,-1.83,2.55,-9.43,0.08,0.07,0.04,7.96,Driving
0.12,0.24,0.18,0.26,0.19,0.14,0.26,0.22,0.25,0.12,0.05,0.21,0.38,0.29,0.06,-1.83,2.55,-9.44,0.08,0.06,0.04,7.96,Driving
0.06,0.28,0.48,0.14,0.04,0.02,0.51,0.41,0.05,0.00,0.02,0.04,0.51,0.38,0.05,-1.84,3.14,-9.22,0.54,0.56,0.96,7.96,Driving
0.11,0.49,0.21,0.10,0.09,0.02,0.51,0.43,0.04,0.00,0.02,0.03,0.60,0.31,0.04,-1.47,3.14,-9.31,0.96,0.52,0.90,8.00,Driving
0.37,0.08,0.32,0.20,0.04,0.14,0.50,0.32,0.04,0.01,0.06,0.37,0.45,0.09,0.04,-0.19,3.14,-9.36,1.62,0.48,0.86,8.01,Driving
0.05,0.15,0.58,0.20,0.03,0.13,0.58,0.25,0.03,0.01,0.07,0.30,0.55,0.06,0.02,1.00,3.23,-9.58,0.81,0.44,0.77,8.16,Driving
0.04,0.32,0.52,0.11,0.02,0.05,0.36,0.53,0.05,0.01,0.04,0.34,0.56,0.04,0.02,0.87,3.12,-9.60,0.75,0.48,0.68,8.13,Driving
0.10,0.43,0.36,0.10,0.01,0.22,0.08,0.40,0.28,0.01,0.04,0.49,0.41,0.04,0.01,0.69,2.46,-9.73,0.81,1.15,0.68,8.13,Driving
0.02,0.03,0.35,0.43,0.16,0.32,0.13,0.09,0.28,0.18,0.03,0.41,0.35,0.19,0.02,0.13,1.95,-9.84,0.81,1.18,0.45,8.11,Driving
0.01,0.05,0.33,0.38,0.22,0.32,0.15,0.17,0.31,0.05,0.02,0.31,0.40,0.23,0.04,-0.40,1.71,-9.84,0.72,1.01,0.40,8.06,Driving
0.01,0.04,0.56,0.31,0.08,0.32,0.08,0.11,0.44,0.05,0.02,0.28,0.39,0.29,0.02,-0.87,1.81,-9.76,0.61,1.03,0.40,8.03,Driving
0.01,0.01,0.39,0.45,0.14,0.05,0.15,0.07,0.71,0.03,0.15,0.78,0.06,0.01,0.00,-1.28,2.55,-9.51,0.22,0.35,0.16,7.95,Driving
0.04,0.13,0.30,0.37,0.16,0.42,0.33,0.14,0.10,0.01,0.07,0.23,0.39,0.26,0.04,-1.68,2.76,-9.36,0.36,0.40,0.42,7.94,Driving
0.04,0.13,0.30,0.37,0.17,0.43,0.32,0.14,0.10,0.01,0.07,0.23,0.39,0.27,0.04,-1.68,2.76,-9.35,0.36,0.40,0.42,7.93,Driving
0.05,0.26,0.18,0.21,0.30,0.31,0.15,0.18,0.28,0.08,0.10,0.37,0.26,0.21,0.06,-1.11,1.80,-9.70,0.72,1.14,0.56,8.02,Driving
0.01,0.01,0.14,0.49,0.36,0.62,0.24,0.10,0.04,0.01,0.17,0.41,0.30,0.09,0.03,-0.48,0.76,-10.09,0.29,0.63,0.39,8.12,Driving
0.02,0.02,0.14,0.47,0.35,0.61,0.23,0.10,0.06,0.01,0.17,0.40,0.29,0.11,0.03,-0.50,0.80,-10.08,0.33,0.68,0.39,8.12,Driving
0.50,0.02,0.03,0.26,0.19,0.30,0.18,0.00,0.00,0.52,0.07,0.13,0.20,0.07,0.53,-0.97,1.57,-9.81,0.60,1.10,0.44,8.05,Driving
0.70,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.05,0.94,-1.53,2.61,-9.45,0.12,0.15,0.09,7.94,Driving
0.71,0.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.05,0.95,-1.53,2.60,-9.45,0.12,0.13,0.08,7.94,Driving
0.18,0.22,0.22,0.26,0.12,0.08,0.23,0.31,0.34,0.04,0.01,0.16,0.35,0.36,0.12,-1.54,2.61,-9.45,0.10,0.06,0.06,7.94,Driving
0.20,0.20,0.19,0.23,0.18,0.07,0.24,0.24,0.37,0.09,0.10,0.26,0.28,0.28,0.08,-1.55,2.60,-9.45,0.11,0.06,0.06,7.94,Driving
0.23,0.19,0.17,0.22,0.19,0.08,0.23,0.24,0.38,0.07,0.05,0.26,0.28,0.31,0.10,-1.55,2.60,-9.46,0.11,0.06,0.06,7.94,Driving
0.20,0.21,0.18,0.21,0.20,0.07,0.22,0.21,0.37,0.14,0.06,0.27,0.27,0.32,0.08,-1.55,2.60,-9.46,0.11,0.06,0.06,7.95,Driving
0.21,0.21,0.17,0.20,0.21,0.06,0.21,0.21,0.35,0.17,0.06,0.27,0.27,0.32,0.08,-1.55,2.60,-9.46,0.11,0.06,0.07,7.95,Driving
0.22,0.19,0.19,0.17,0.22,0.08,0.23,0.17,0.34,0.19,0.11,0.22,0.32,0.28,0.07,-1.56,2.60,-9.46,0.12,0.06,0.07,7.95,Driving
0.28,0.16,0.09,0.19,0.28,0.09,0.22,0.22,0.22,0.25,0.13,0.19,0.22,0.38,0.09,-1.56,2.60,-9.44,0.12,0.06,0.07,7.93,Driving
0.01,0.11,0.59,0.28,0.02,0.52,0.38,0.05,0.03,0.02,0.00,0.30,0.64,0.04,0.02,-1.55,2.64,-9.44,0.15,0.13,0.10,7.94,Driving
0.05,0.07,0.43,0.43,0.02,0.67,0.14,0.11,0.05,0.04,0.01,0.65,0.23,0.08,0.03,-1.66,2.96,-9.34,0.26,0.55,0.21,7.96,Driving
0.11,0.18,0.28,0.41,0.02,0.43,0.14,0.17,0.18,0.08,0.28,0.50,0.18,0.03,0.01,-1.85,3.31,-9.20,0.38,0.70,0.33,7.99,Driving
0.15,0.27,0.30,0.25,0.03,0.23,0.18,0.23,0.26,0.10,0.16,0.53,0.26,0.04,0.01,-1.97,3.57,-9.11,0.39,0.64,0.33,8.01,Driving
0.18,0.38,0.19,0.18,0.07,0.10,0.11,0.25,0.36,0.18,0.10,0.41,0.43,0.06,0.01,-2.06,3.73,-9.05,0.39,0.64,0.37,8.03,Driving
0.19,0.19,0.21,0.30,0.12,0.13,0.39,0.10,0.19,0.19,0.18,0.42,0.30,0.08,0.02,-1.71,2.96,-9.32,0.56,0.97,0.48,8.00,Driving
0.14,0.67,0.18,0.00,0.01,0.08,0.20,0.45,0.23,0.04,0.04,0.27,0.48,0.18,0.03,-1.24,2.28,-9.57,0.42,0.61,0.41,7.96,Driving
0.23,0.51,0.25,0.00,0.00,0.07,0.14,0.47,0.21,0.11,0.03,0.25,0.53,0.15,0.04,-1.52,2.63,-9.46,0.56,0.76,0.43,7.99,Driving
0.27,0.50,0.23,0.00,0.00,0.06,0.14,0.43,0.26,0.10,0.04,0.22,0.51,0.18,0.06,-1.59,2.69,-9.41,0.55,0.75,0.46,7.97,Driving
0.11,0.68,0.18,0.02,0.00,0.04,0.33,0.31,0.27,0.05,0.03,0.15,0.56,0.23,0.03,-1.74,2.86,-9.37,0.52,0.58,0.57,7.98,Driving
0.01,0.20,0.45,0.32,0.02,0.03,0.37,0.35,0.20,0.06,0.04,0.20,0.57,0.17,0.02,-1.73,2.74,-9.38,0.41,0.51,0.61,7.96,Driving
0.00,0.11,0.45,0.39,0.05,0.02,0.31,0.50,0.14,0.03,0.04,0.27,0.53,0.13,0.02,-1.53,2.57,-9.46,0.41,0.37,0.61,7.95,Driving
0.04,0.20,0.51,0.21,0.04,0.02,0.23,0.53,0.19,0.04,0.04,0.25,0.58,0.12,0.02,-1.43,2.66,-9.44,0.37,0.38,0.58,7.94,Driving
0.02,0.28,0.48,0.17,0.04,0.04,0.11,0.26,0.51,0.09,0.03,0.16,0.45,0.32,0.05,-1.29,2.41,-9.53,0.30,0.54,0.44,7.95,Driving
0.00,0.02,0.30,0.55,0.12,0.03,0.12,0.25,0.51,0.09,0.04,0.20,0.49,0.24,0.03,-1.34,2.41,-9.49,0.39,0.55,0.48,7.93,Driving
0.00,0.02,0.32,0.55,0.10,0.03,0.12,0.23,0.50,0.12,0.04,0.23,0.49,0.22,0.03,-1.42,2.45,-9.51,0.37,0.57,0.46,7.96,Driving
0.01,0.03,0.34,0.53,0.09,0.05,0.16,0.22,0.47,0.10,0.05,0.26,0.45,0.21,0.03,-1.45,2.32,-9.55,0.38,0.60,0.50,7.96,Driving
0.01,0.03,0.39,0.48,0.09,0.03,0.13,0.47,0.28,0.10,0.02,0.29,0.46,0.18,0.04,-1.55,2.67,-9.46,0.39,0.40,0.45,7.97,Driving
0.01,0.24,0.56,0.17,0.02,0.02,0.21,0.51,0.20,0.07,0.00,0.09,0.69,0.22,0.00,-1.41,2.71,-9.43,0.40,0.33,0.48,7.94,Driving
0.02,0.37,0.52,0.09,0.01,0.03,0.24,0.58,0.13,0.02,0.01,0.07,0.69,0.23,0.01,-1.42,2.68,-9.40,0.42,0.37,0.52,7.91,Driving
0.02,0.37,0.51,0.09,0.01,0.03,0.24,0.58,0.13,0.02,0.01,0.07,0.70,0.22,0.01,-1.42,2.68,-9.40,0.42,0.37,0.52,7.92,Driving
0.01,0.00,0.22,0.68,0.09,0.20,0.55,0.14,0.10,0.01,0.08,0.20,0.39,0.26,0.07,-0.81,1.53,-9.85,0.26,0.41,0.28,8.01,Driving
0.01,0.00,0.23,0.68,0.09,0.20,0.54,0.14,0.12,0.01,0.08,0.20,0.38,0.26,0.08,-0.82,1.54,-9.85,0.26,0.42,0.28,8.01,Driving
0.38,0.29,0.24,0.08,0.01,0.04,0.32,0.10,0.08,0.45,0.05,0.10,0.21,0.40,0.24,-1.02,2.07,-9.67,0.30,0.63,0.29,7.97,Driving
0.36,0.41,0.19,0.03,0.01,0.01,0.04,0.04,0.49,0.41,0.01,0.02,0.45,0.49,0.03,-1.26,2.67,-9.46,0.14,0.12,0.09,7.93,Driving
0.21,0.28,0.29,0.20,0.02,0.01,0.01,0.20,0.59,0.20,0.16,0.30,0.36,0.16,0.02,-1.28,2.69,-9.46,0.11,0.07,0.08,7.93,Driving
0.15,0.26,0.18,0.23,0.19,0.10,0.24,0.26,0.34,0.07,0.14,0.22,0.36,0.24,0.05,-1.28,2.69,-9.46,0.11,0.06,0.07,7.93,Driving
0.16,0.25,0.17,0.22,0.21,0.13,0.20,0.17,0.28,0.23,0.11,0.22,0.28,0.29,0.11,-1.28,2.69,-9.46,0.12,0.07,0.06,7.93,Driving
0.23,0.19,0.17,0.23,0.19,0.13,0.21,0.15,0.29,0.23,0.10,0.23,0.27,0.29,0.10,-1.27,2.68,-9.46,0.12,0.07,0.06,7.93,Driving
0.07,0.16,0.13,0.21,0.44,0.47,0.26,0.14,0.09,0.04,0.02,0.70,0.22,0.04,0.02,-1.56,3.00,-9.34,0.39,0.53,0.34,7.97,Driving
0.10,0.31,0.33,0.17,0.09,0.12,0.26,0.40,0.15,0.06,0.03,0.35,0.53,0.06,0.03,-1.87,3.35,-9.21,0.31,0.50,0.40,8.00,Driving
0.10,0.31,0.33,0.17,0.08,0.12,0.26,0.41,0.15,0.06,0.03,0.35,0.53,0.06,0.03,-1.88,3.35,-9.21,0.31,0.50,0.40,8.00,Driving
0.01,0.02,0.38,0.52,0.07,0.12,0.44,0.32,0.10,0.02,0.08,0.33,0.44,0.14,0.02,-1.51,2.86,-9.44,0.53,0.52,0.61,8.00,Driving
0.01,0.02,0.50,0.43,0.05,0.08,0.34,0.42,0.15,0.02,0.06,0.38,0.44,0.10,0.01,-1.60,2.60,-9.48,0.49,0.63,0.56,8.00,Driving
0.01,0.02,0.50,0.44,0.04,0.09,0.25,0.49,0.15,0.02,0.04,0.40,0.45,0.09,0.01,-1.60,2.49,-9.49,0.47,0.68,0.52,7.98,Driving
0.06,0.37,0.37,0.17,0.03,0.06,0.17,0.29,0.39,0.09,0.03,0.40,0.46,0.10,0.00,-1.58,2.30,-9.52,0.40,0.59,0.42,7.96,Driving
0.07,0.33,0.32,0.24,0.04,0.09,0.16,0.24,0.33,0.18,0.02,0.20,0.43,0.30,0.05,-1.53,2.11,-9.60,0.45,0.57,0.40,7.98,Driving
0.04,0.05,0.18,0.54,0.20,0.02,0.01,0.05,0.51,0.41,0.02,0.04,0.48,0.44,0.03,-1.89,2.41,-9.47,0.83,0.76,0.64,8.01,Driving
0.04,0.03,0.09,0.57,0.27,0.05,0.05,0.16,0.29,0.44,0.02,0.04,0.50,0.42,0.03,-2.07,2.14,-9.52,0.73,1.13,0.69,8.06,Driving
0.03,0.07,0.24,0.43,0.22,0.05,0.10,0.38,0.37,0.10,0.01,0.05,0.52,0.38,0.03,-2.31,2.85,-9.27,0.79,1.40,0.73,8.09,Driving
0.03,0.05,0.25,0.44,0.23,0.04,0.08,0.28,0.42,0.19,0.01,0.04,0.44,0.47,0.04,-2.27,3.26,-9.15,0.74,1.41,0.71,8.09,Driving
0.03,0.30,0.43,0.22,0.02,0.02,0.24,0.29,0.42,0.03,0.01,0.01,0.60,0.36,0.03,-2.17,3.96,-8.92,0.75,0.74,0.74,8.04,Driving
0.03,0.34,0.44,0.16,0.03,0.04,0.18,0.54,0.22,0.02,0.01,0.01,0.50,0.43,0.04,-2.25,4.20,-8.83,0.77,0.54,0.82,8.06,Driving
0.05,0.25,0.08,0.31,0.31,0.00,0.25,0.30,0.37,0.07,0.02,0.13,0.47,0.34,0.04,-2.37,0.94,-9.77,1.26,0.96,0.86,8.18,Driving
0.05,0.25,0.11,0.28,0.30,0.00,0.17,0.27,0.46,0.10,0.02,0.10,0.48,0.36,0.04,-2.26,1.20,-9.68,1.37,0.94,0.80,8.13,Driving
0.17,0.19,0.40,0.17,0.07,0.01,0.20,0.36,0.35,0.07,0.02,0.07,0.44,0.41,0.06,-1.63,1.50,-9.69,1.83,1.14,0.78,8.14,Driving
0.17,0.18,0.32,0.25,0.08,0.06,0.15,0.41,0.31,0.06,0.02,0.09,0.55,0.29,0.06,-1.46,1.96,-9.53,1.92,1.03,0.73,8.06,Driving
0.02,0.18,0.52,0.20,0.08,0.04,0.39,0.38,0.17,0.02,0.02,0.08,0.63,0.22,0.04,-0.73,2.32,-9.60,1.30,0.64,0.69,8.01,Driving
0.01,0.29,0.40,0.23,0.07,0.05,0.39,0.40,0.14,0.02,0.01,0.08,0.63,0.23,0.04,-0.54,2.45,-9.60,1.23,0.58,0.65,8.01,Driving
0.01,0.19,0.58,0.18,0.05,0.03,0.19,0.43,0.31,0.04,0.01,0.26,0.64,0.08,0.01,-1.02,2.34,-9.58,0.88,0.46,0.49,7.98,Driving
0.39,0.40,0.14,0.05,0.02,0.06,0.25,0.34,0.32,0.03,0.05,0.20,0.52,0.21,0.02,-1.00,2.56,-9.54,0.76,0.39,0.34,7.98,Driving
0.19,0.55,0.14,0.07,0.04,0.02,0.18,0.54,0.23,0.03,0.05,0.10,0.60,0.22,0.02,-1.25,2.71,-9.47,0.46,0.29,0.25,7.96,Driving
0.05,0.22,0.64,0.06,0.03,0.10,0.65,0.19,0.05,0.01,0.01,0.07,0.77,0.14,0.02,1.18,-9.59,-0.75,2.10,3.90,2.84,8.34,Walking
0.08,0.40,0.45,0.07,0.01,0.17,0.60,0.18,0.04,0.01,0.01,0.07,0.77,0.14,0.01,1.13,-9.65,-0.72,2.56,4.73,3.57,8.65,Walking
0.06,0.28,0.56,0.08,0.02,0.20,0.54,0.18,0.06,0.01,0.01,0.08,0.79,0.11,0.01,1.16,-9.69,-0.69,2.91,5.00,3.99,8.83,Walking
0.07,0.35,0.45,0.10,0.03,0.26,0.42,0.21,0.10,0.01,0.03,0.11,0.78,0.07,0.01,1.08,-9.67,-0.53,3.32,5.74,4.49,9.08,Walking
0.11,0.38,0.42,0.07,0.02,0.29,0.35,0.22,0.13,0.01,0.04,0.12,0.75,0.08,0.02,1.21,-9.62,-0.61,3.66,6.04,4.86,9.23,Walking
0.13,0.42,0.37,0.05,0.02,0.22,0.27,0.26,0.21,0.03,0.04,0.12,0.75,0.08,0.01,1.42,-9.41,-0.60,3.93,5.98,5.23,9.19,Walking
0.15,0.41,0.37,0.05,0.03,0.22,0.28,0.26,0.21,0.04,0.04,0.12,0.73,0.09,0.02,1.49,-9.45,-0.66,4.08,5.98,5.56,9.32,Walking
0.10,0.45,0.38,0.05,0.02,0.12,0.28,0.30,0.15,0.15,0.04,0.13,0.73,0.09,0.01,1.02,-9.69,-0.83,3.34,5.21,4.87,9.03,Walking
0.06,0.64,0.27,0.02,0.00,0.02,0.08,0.67,0.17,0.06,0.02,0.17,0.77,0.03,0.00,0.99,-9.76,-0.68,1.81,2.47,2.62,8.23,Walking
0.06,0.64,0.27,0.02,0.00,0.02,0.08,0.67,0.17,0.06,0.02,0.18,0.77,0.03,0.00,0.99,-9.76,-0.69,1.80,2.46,2.61,8.23,Walking
0.06,0.66,0.25,0.02,0.00,0.01,0.06,0.70,0.19,0.04,0.01,0.22,0.75,0.02,0.00,0.85,-9.69,-0.76,1.74,2.06,2.39,8.13,Walking
0.02,0.34,0.55,0.08,0.01,0.02,0.08,0.73,0.15,0.01,0.08,0.21,0.30,0.39,0.02,0.82,-9.62,-0.83,1.33,1.35,2.00,7.99,Walking
